mapping_id,colloquial_expression,mapped_standard_terms,mapped_issue,mapped_domain,source_node_ids,confidence,review_status,notes
mapping_e7f86cb19793,What must data controller do about collect data?,"[""personal data"", ""data protection"", ""disclosure"", ""data controller"", ""Personal Data"", ""Data Controller"", ""consent"", ""data subject"", ""collect data"", ""disclose data"", ""obtain consent"", ""transfer""]",personal_data_protection,data protection,"[""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0008_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0021_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0022_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0023_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0025_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0026_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0027_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0030_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0031_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0032_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0036_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0044_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0045_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0046_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0047_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0048_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0050_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0053_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0055_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0058_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0060_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0064_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0069_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0116_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_e9fbeb45295c,What must data controller do about comply with obligation?,"[""personal data"", ""data controller"", ""enforcement"", ""comply with obligation"", ""data protection"", ""data subject"", ""retain records"", ""notify"", ""liability""]",personal_data_protection,data protection,"[""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0020_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0052_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0054_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0097_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0102_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0104_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0109_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_4923a2491581,What must data controller do about disclose data?,"[""personal data"", ""consent"", ""disclosure"", ""data subject"", ""data controller"", ""disclose data"", ""data protection"", ""liability"", ""obtain consent"", ""comply with obligation""]",personal_data_protection,data protection,"[""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0042_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0063_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0106_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_6e65035d9413,What must data controller do about transfer data?,"[""personal data"", ""data protection"", ""transfer"", ""data controller"", ""transfer data"", ""comply with obligation"", ""consent"", ""data subject""]",personal_data_protection,data protection,"[""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0019_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0107_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_c0a7c70d4c09,What must data subject do about collect data?,"[""personal data"", ""disclosure"", ""data subject"", ""cybersecurity"", ""collect data"", ""disclose data"", ""data protection""]",personal_data_protection,data protection,"[""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0004_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0117_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_b7437780179b,What must data subject do about comply with obligation?,"[""personal data"", ""data subject"", ""comply with obligation"", ""data protection""]",personal_data_protection,data protection,"[""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0035_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_214e7e8d6b81,What must data subject do about disclose data?,"[""personal data"", ""consent"", ""data subject"", ""disclose data"", ""obtain consent"", ""comply with obligation""]",personal_data_protection,data protection,"[""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0034_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_29fa075e6a39,What must data subject do about obtain consent?,"[""consent"", ""data subject"", ""obtain consent"", ""data protection""]",personal_data_protection,data protection,"[""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0024_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0033_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_48fad987c8ec,What must individual do about collect data?,"[""personal data"", ""disclosure"", ""individual"", ""affected individual"", ""collect data"", ""disclose data"", ""data protection"", ""consent"", ""process data"", ""business"", ""prospective customer of X"", ""个人信息""]",personal_data_protection,data protection,"[""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0023_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0024_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0111_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0112_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0128_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0129_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0130_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0054_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0158_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0176_ast"", ""document_0e841274ea_chunk_0003_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_bd7aaaaae829,What must individual do about comply with obligation?,"[""consent"", ""individual"", ""comply with obligation"", ""retain records"", ""authority"", ""business"", ""ister"", ""data protection"", ""个人信息"", ""行政处罚"", ""personal data""]",personal_data_protection,data protection,"[""companies_act_1967_c8232023ef_chunk_0542_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0043_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0074_ast"", ""document_318a65d5a2_chunk_0006_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_a0c18dad01fc,What must individual do about disclose data?,"[""disclosure"", ""individual"", ""disclose data"", ""business"", ""data protection"", ""personal data"", ""offence"", ""gain"", ""loss"", ""Monetary Authority of Singapore"", ""enforcement"", ""prescribed circumstances""]",personal_data_protection,data protection,"[""companies_act_1967_c8232023ef_chunk_1085_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0054_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0056_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0134_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0146_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0147_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0148_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0159_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0163_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0090_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0181_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_689d76eb3428,What must individual do about notify?,"[""individual"", ""notify"", ""authority"", ""business"", ""data protection"", ""offence""]",personal_data_protection,data protection,"[""companies_act_1967_c8232023ef_chunk_0106_ast"", ""companies_act_1967_c8232023ef_chunk_0120_ast"", ""companies_act_1967_c8232023ef_chunk_0653_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0153_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_1fd6ba081601,What must individual do about transfer data?,"[""个人信息"", ""网络安全"", ""关键信息基础设施"", ""网络运营者"", ""personal data"", ""network data""]",personal_data_protection,cybersecurity,"[""document_ba5049f6a2_chunk_0008_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_7b5c4e7e7f6c,What must organisation do about collect data?,"[""personal data"", ""disclosure"", ""data subject"", ""data controller"", ""collect data"", ""disclose data"", ""process data"", ""consent"", ""organisation"", ""individual"", ""data protection"", ""specified date""]",personal_data_protection,data protection,"[""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0057_ast"", ""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0059_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0009_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0010_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0011_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0012_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0013_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0014_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0015_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0016_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0017_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0018_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0022_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0025_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0031_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0072_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0110_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0113_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0115_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0116_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0117_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0118_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0119_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0120_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0121_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0123_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0125_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0127_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0131_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0143_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0019_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0030_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0031_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0032_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0033_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0034_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0035_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0036_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0037_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0038_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0039_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0040_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0041_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0042_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0043_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0044_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0045_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0052_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0053_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0056_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0104_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0130_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0157_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0159_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0161_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0162_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0163_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0164_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0165_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0166_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0169_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0172_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0174_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0177_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0184_ast"", ""document_0e841274ea_chunk_0001_ast"", ""document_0e841274ea_chunk_0004_ast"", ""document_0e841274ea_chunk_0005_ast"", ""document_ba5049f6a2_chunk_0003_ast"", ""document_ba5049f6a2_chunk_0004_ast"", ""document_ba5049f6a2_chunk_0005_ast"", ""document_ba5049f6a2_chunk_0006_ast"", ""document_ba5049f6a2_chunk_0009_ast"", ""document_318a65d5a2_chunk_0005_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_907e42b0eac7,What must organisation do about comply with obligation?,"[""organisation"", ""individual"", ""comply with obligation"", ""data protection"", ""authority"", ""personal data"", ""financial penalty"", ""enforcement"", ""offence"", ""foreign data protection body"", ""retain records"", ""网络安全""]",personal_data_protection,data protection,"[""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0045_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0071_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0074_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0075_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0076_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0079_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0080_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0081_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0096_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0108_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0028_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0076_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0103_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0107_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0108_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0109_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0113_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0114_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0115_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0127_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0129_ast"", ""document_ba5049f6a2_chunk_0001_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_12759ba46883,What must organisation do about disclose data?,"[""personal data"", ""data protection"", ""consent"", ""disclosure"", ""transfer"", ""data subject"", ""organisation"", ""individual"", ""enforcement"", ""disclose data"", ""notify"", ""offence""]",personal_data_protection,data protection,"[""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0038_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0019_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0028_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0035_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0036_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0037_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0057_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0058_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0059_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0126_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0133_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0135_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0046_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0047_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0049_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0050_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0059_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0091_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0092_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0093_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0144_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0178_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0180_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0182_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0183_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_2a8ec2d2f358,What must organisation do about notify?,"[""personal data"", ""data protection"", ""organisation"", ""individual"", ""notify"", ""authority"", ""relevant body"", ""financial penalty""]",personal_data_protection,data protection,"[""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0021_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0027_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0065_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0086_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0106_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0018_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0048_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0058_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0098_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0119_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0151_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_8cdf1d2716a6,What must organisation do about obtain consent?,"[""personal data"", ""data protection"", ""consent"", ""data subject"", ""data controller"", ""obtain consent"", ""organisation"", ""individual"", ""notify"", ""authority""]",personal_data_protection,data protection,"[""entranslation_of_the_personal_data_protection_act_0_1c77b4099e_chunk_0039_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0020_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0067_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0100_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_72547bd3bfaa,What must organisation do about process data?,"[""personal data"", ""organisation"", ""process data"", ""notify"", ""data protection"", ""disclosure"", ""disclose data"", ""individual"", ""business"", ""credit report"", ""data intermediary"", ""derived personal data""]",personal_data_protection,data protection,"[""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0026_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0029_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0132_ast"", ""personal_data_protection_amendment_act_2020_d7cc5937b1_chunk_0141_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0012_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0017_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0020_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0057_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0060_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0179_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0209_ast"", ""document_0e841274ea_chunk_0002_ast"", ""document_0e841274ea_chunk_0006_ast"", ""document_0e841274ea_chunk_0007_ast"", ""document_0e841274ea_chunk_0008_ast"", ""document_0e841274ea_chunk_0009_ast"", ""document_ba5049f6a2_chunk_0002_ast"", ""document_318a65d5a2_chunk_0004_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_b6a55a7cd03c,What must organisation do about retain records?,"[""personal data"", ""organisation"", ""individual"", ""retain records"", ""authority"", ""data protection""]",personal_data_protection,data protection,"[""personal_data_protection_act_2012_e857c5e9da_chunk_0101_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_0a1b9ed52d5d,Which consumer protection obligations or risks appear here?,"[""corporation"", ""notify"", ""authority"", ""business"", ""consumer protection"", ""calling line identity"", ""checker"", ""goods"", ""message"", ""register"", ""process data"", ""retain records""]",unknown,consumer protection,"[""companies_act_1967_c8232023ef_chunk_0050_ast"", ""companies_act_1967_c8232023ef_chunk_1127_ast"", ""m_29_1bf3c639ac_chunk_0003_ast"", ""personal_data_protection_act_2012_e857c5e9da_chunk_0061_ast"", ""document_318a65d5a2_chunk_0003_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
mapping_ef83c04ddde9,Which cybersecurity obligations or risks appear here?,"[""网络安全"", ""关键信息基础设施"", ""网络运营者"", ""法律责任"", ""network data"", ""comply with obligation"", ""process data"", ""organisation"", ""个人信息"", ""personal data"", ""collect data"", ""notify""]",cybersecurity_obligation,cybersecurity,"[""document_ba5049f6a2_chunk_0001_ast"", ""document_ba5049f6a2_chunk_0002_ast"", ""document_ba5049f6a2_chunk_0004_ast"", ""document_ba5049f6a2_chunk_0005_ast"", ""document_ba5049f6a2_chunk_0006_ast"", ""document_ba5049f6a2_chunk_0007_ast"", ""document_ba5049f6a2_chunk_0008_ast"", ""document_ba5049f6a2_chunk_0009_ast""]",high,pending,"[""Generated from AST possible_user_questions.""]"
